,D,T,G
35522,684.3473493975904,425.8145381526105,-152084.39177320318
35523,684.3473493975904,432.7488353413655,-165174.9708218984
35524,684.3473493975904,439.68313253012053,-178728.59460681843
35525,684.3473493975904,446.61742971887554,-192737.82565419923
35526,684.3473493975904,453.5517269076306,-207195.436759867
35527,684.3473493975904,460.48602409638556,-222094.40014659637
35528,684.3473493975904,467.42032128514063,-237427.87746381393
35529,684.3473493975904,474.35461847389564,-253189.2105599506
35530,684.3473493975904,481.28891566265065,-269371.9129539813
35531,684.3473493975904,488.2232128514057,-285969.66193076165
35532,684.3473493975904,495.1575100401607,-302976.29118525353
35533,684.3473493975904,502.09180722891574,-320385.7839426893
35534,684.3473493975904,509.02610441767075,-338192.2664851352
35535,684.3473493975904,515.9604016064258,-356390.0020238792
35536,684.3473493975904,522.8946987951808,-374973.38485551055
35537,684.3473493975904,529.8289959839358,-393936.9347565807
35538,684.3473493975904,536.7632931726909,-413275.29155876266
35539,684.3473493975904,543.6975903614459,-432983.20984979044
35540,684.3473493975904,550.6318875502009,-453055.55371485517
35541,684.3473493975904,557.5661847389558,-473487.29136973224
35542,684.3473493975904,564.5004819277109,-494273.48939331743
35543,684.3473493975904,571.434779116466,-515409.30597953056
35544,684.3473493975904,578.3690763052209,-536889.9820987514
35545,684.3473493975904,585.303373493976,-558710.828595189
35546,684.3473493975904,592.237670682731,-573495.884705542
35547,684.3473493975904,599.171967871486,-587723.7084630164
35548,684.3473493975904,606.106265060241,-602125.6987896845
35549,684.3473493975904,613.040562248996,-616705.157241949
35550,684.3473493975904,619.9748594377511,-631464.4121716236
35551,684.3473493975904,626.909156626506,-646405.0774046757
35552,684.3473493975904,633.8434538152611,-661528.2349434913
35553,684.3473493975904,640.7777510040162,-676834.5651332181
35554,684.3473493975904,647.7120481927711,-692324.4403007877
35555,684.3473493975904,654.6463453815261,-707997.9928446227
35556,684.3473493975904,661.5806425702813,-723855.1653418337
35557,684.3473493975904,668.5149397590362,-739895.7479143965
35558,684.3473493975904,675.4492369477912,-756119.406501907
35559,684.3473493975904,682.3835341365462,-772525.7045901952
35560,684.3473493975904,689.3178313253013,-789114.1201856362
35561,684.3473493975904,696.2521285140563,-805884.0592977928
35562,684.3473493975904,703.1864257028113,-822834.8668261461
35563,684.3473493975904,710.1207228915664,-839965.8354903277
35564,684.3473493975904,717.0550200803214,-857276.2132638539
35565,684.3473493975904,723.9893172690763,-874765.2096450628
35566,684.3473493975904,730.9236144578314,-892432.0010098406
35567,684.3473493975904,737.8579116465864,-910275.735227475
35568,684.3473493975904,744.7922088353414,-928295.5356757288
35569,684.3473493975904,751.7265060240965,-946490.5047588771
35570,684.3473493975904,758.6608032128515,-964859.7270087688
35571,684.3473493975904,765.5951004016065,-983402.2718319022
35572,684.3473493975904,772.5293975903614,-1002117.1959526208
35573,684.3473493975904,779.4636947791166,-1021003.5455931308
35574,684.3473493975904,786.3979919678716,-1040060.3584236652
35575,684.3473493975904,793.3322891566265,-1059286.6653106797
35576,684.3473493975904,800.2665863453817,-1078681.4918864716
35577,684.3473493975904,807.2008835341367,-1098243.859960255
35578,684.3473493975904,814.1351807228916,-1117972.788787893
35579,684.3473493975904,821.0694779116466,-1137867.2962151826
35580,684.3473493975904,828.0037751004018,-1157926.3997077409
35581,684.3473493975904,834.9380722891567,-1178149.117278943
35582,684.3473493975904,841.8723694779117,-1198534.4683259951
35583,684.3473493975904,848.8066666666668,-1219081.4743830864
35584,684.3473493975904,855.7409638554218,-1239789.1597996016
35585,684.3473493975904,862.6752610441768,-1260656.5523504682
35586,684.3473493975904,869.6095582329317,-1281682.6837849787
35587,684.3473493975904,876.5438554216869,-1302866.5903197697
35588,684.3473493975904,883.4781526104418,-1324207.3130810782
35589,684.3473493975904,890.4124497991968,-1345703.8985008288
35590,684.3473493975904,897.346746987952,-1367355.3986707164
35591,684.3473493975904,904.2810441767069,-1389160.871657961
35592,684.3473493975904,911.2153413654619,-1411119.3817862016
35593,684.3473493975904,918.1496385542168,-1433229.999884431
35594,684.3473493975904,925.083935742972,-1455491.803506893
35595,684.3473493975904,932.018232931727,-1477903.8771263028
35596,684.3473493975904,938.9525301204819,-1500465.312302787
35597,684.3473493975904,945.8868273092371,-1523175.2078305203
35598,684.3473493975904,952.8211244979921,-1546032.6698640261
35599,684.3473493975904,959.755421686747,-1569036.8120257847
35600,684.3473493975904,966.6897188755022,-1592186.7554967757
35601,684.3473493975904,973.6240160642571,-1615481.6290913809
35602,684.3473493975904,980.5583132530121,-1638920.5693179476
35603,684.3473493975904,987.492610441767,-1662502.7204262041
35604,684.3473493975904,994.4269076305222,-1686227.234442681
35605,684.3473493975904,1001.3612048192772,-1710093.2711951097
35606,684.3473493975904,1008.2955020080321,-1734099.9983267384
35607,684.3473493975904,1015.2297991967873,-1758246.5913014302
35608,684.3473493975904,1022.1640963855423,-1782532.2334003306
35609,684.3473493975904,1029.0983935742972,-1806956.115710828
35610,684.3473493975904,1036.0326907630522,-1831517.4371084755
35611,684.3473493975904,1042.9669879518074,-1856215.4042325066
35612,684.3473493975904,1049.9012851405623,-1881049.231455468
35613,684.3473493975904,1056.8355823293173,-1906018.1408475954
35614,684.3473493975904,1063.7698795180725,-1931121.362136296
35615,684.3473493975904,1070.7041767068274,-1956358.1326612665
35616,684.3473493975904,1077.6384738955824,-1981727.6973256618
35617,684.3473493975904,1084.5727710843375,-2007229.3085436514
35618,684.3473493975904,1091.5070682730925,-2032862.2261847886
35619,684.3473493975904,1098.4413654618475,-2058625.7175154216
35620,684.3473493975904,1105.3756626506024,-2084519.0571376006
35621,684.3473493975904,1112.3099598393576,-2110541.5269255787
35622,684.3473493975904,1119.2442570281125,-2136692.415960351
35623,684.3473493975904,1126.1785542168675,-2162971.0204623267
35624,684.3473493975904,1133.1128514056227,-2189376.6437224573
35625,684.3473493975904,1140.0471485943776,-2215908.5960319676
35626,684.3473493975904,1146.9814457831326,-2242566.1946109254
35627,684.3473493975904,1153.9157429718875,-2269348.763535786
35628,684.3473493975904,1160.8500401606427,-2296255.6336660986
35629,684.3473493975904,1167.7843373493977,-2323286.1425705375
35630,684.3473493975904,1174.7186345381526,-2350439.6344523616
35631,684.3473493975904,1181.6529317269078,-2377715.460074475
35632,684.3473493975904,1188.5872289156628,-2405112.9766841684
35633,684.3473493975904,1195.5215261044177,-2432631.547937664
35634,684.3473493975904,1202.455823293173,-2460270.543824597
35635,684.3473493975904,1209.3901204819279,-2488029.3405924644
35636,684.3473493975904,1216.3244176706828,-2515907.3206711845
35637,684.3473493975904,1223.2587148594378,-2543903.872597806
35638,684.3473493975904,1230.193012048193,-2572018.390941463
35639,684.3473493975904,1237.127309236948,-2600250.276228627
35640,684.3473493975904,1244.0616064257028,-2628598.9348687395
35641,684.3473493975904,1250.995903614458,-2657063.779080219
35642,684.3473493975904,1257.930200803213,-2685644.2268169923
35643,684.3473493975904,1264.864497991968,-2714339.7016954944
35644,684.3473493975904,1271.798795180723,-2743149.6329222363
35645,684.3473493975904,1278.733092369478,-2772073.4552219706
35646,684.3473493975904,1285.667389558233,-2801110.608766463
35647,684.3473493975904,1292.601686746988,-2830260.5391039453
35648,684.3473493975904,1299.535983935743,-2859522.6970892204
35649,684.3473493975904,1306.4702811244981,-2888896.538814484
35650,684.3473493975904,1313.404578313253,-2918381.525540875
35651,684.3473493975904,1320.338875502008,-2947977.1236307686
35652,684.3473493975904,1327.2731726907632,-2977682.8044808074
35653,684.3473493975904,1334.2074698795182,-3007498.0444557522
35654,684.3473493975904,1341.141767068273,-3037422.3248230647
35655,684.3473493975904,1348.076064257028,-3067455.1316883257
35656,684.3473493975904,1355.0103614457832,-3097595.9559314265
35657,684.3473493975904,1361.9446586345382,-3127844.293143597
35658,684.3473493975904,1368.8789558232932,-3158199.6435652403
35659,684.3473493975904,1375.8132530120483,-3188661.5120245474
35660,684.3473493975904,1382.7475502008033,-3219229.407877002
35661,684.3473493975904,1389.6818473895582,-3249902.8449456412
35662,684.3473493975904,1396.6161445783132,-3280681.3414621856
35663,684.3473493975904,1403.5504417670684,-3311564.420008958
35664,684.3473493975904,1410.4847389558233,-3342551.607461621
35665,684.3473493975904,1417.4190361445783,-3373642.434932767
35666,684.3473493975904,1424.3533333333335,-3404836.4377162675
35667,684.3473493975904,1431.2876305220884,-3436133.15523246
35668,684.3473493975904,1438.2219277108434,-3467532.130974145
35669,684.3473493975904,1445.1562248995986,-3499032.9124533627
35670,684.3473493975904,1452.0905220883535,-3530635.05114895
35671,684.3473493975904,1459.0248192771085,-3562338.102454916
35672,684.3473493975904,1465.9591164658634,-3594141.62562958
35673,684.3473493975904,1472.8934136546186,-3626045.183745445
35674,684.3473493975904,1479.8277108433736,-3658048.343639914
35675,684.3473493975904,1486.7620080321285,-3690150.67586666
35676,684.3473493975904,1493.6963052208837,-3722351.7546478263
35677,684.3473493975904,1500.6306024096386,-3754651.1578269196
35678,684.3473493975904,1507.5648995983936,-3787048.466822452
35679,684.3473493975904,1514.4991967871485,-3819543.2665822785
35680,684.3473493975904,1521.4334939759037,-3852135.145538675
35681,684.3473493975904,1528.3677911646587,-3884823.695564102
35682,684.3473493975904,1535.3020883534136,-3917608.5119276494
35683,684.3473493975904,1542.2363855421688,-3950489.1932521933
35684,684.3473493975904,1549.1706827309238,-3983465.341472199
35685,684.3473493975904,1556.1049799196787,-4016536.5617921976
35686,684.3473493975904,1563.0392771084337,-4049702.4626459247
35687,684.3473493975904,1569.9735742971889,-4082962.655656082
35688,684.3473493975904,1576.9078714859438,-4116316.7555947574
35689,684.3473493975904,1583.8421686746988,-4149764.380344452
35690,684.3473493975904,1590.776465863454,-4183305.150859737
35691,684.3473493975904,1597.710763052209,-4216938.6911295
35692,684.3473493975904,1604.6450602409639,-4250664.62813981
35693,684.3473493975904,1611.579357429719,-4284482.591837336
35694,684.3473493975904,1618.513654618474,-4318392.215093387
35695,684.3473493975904,1625.447951807229,-4352393.133668468
35696,684.3473493975904,1632.382248995984,-4386484.986177456
35697,684.3473493975904,1639.316546184739,-4420667.414055255
35698,684.3473493975904,1646.250843373494,-4454940.061523058
35699,684.3473493975904,1653.185140562249,-4489302.5755550945
35700,684.3473493975904,1660.1194377510042,-4523754.60584592
35701,684.3473493975904,1667.0537349397591,-4558295.804778217
35702,684.3473493975904,1673.988032128514,-4592925.827391097
35703,684.3473493975904,1680.922329317269,-4627644.331348897
35704,684.3473493975904,1687.8566265060242,-4662450.97691047
35705,684.3473493975904,1694.7909236947792,-4697345.426898957
35706,684.3473493975904,1701.7252208835341,-4732327.346672011
35707,684.3473493975904,1708.6595180722893,-4767396.404092504
35708,684.3473493975904,1715.5938152610443,-4802552.269499684
35709,684.3473493975904,1722.5281124497992,-4837794.615680766
35710,684.3473493975904,1729.4624096385544,-4873123.117842982
35711,684.3473493975904,1736.3967068273093,-4908537.453586039
35712,684.3473493975904,1743.3310040160643,-4944037.302875016
35713,684.3473493975904,1750.2653012048193,-4979622.348013676
35714,684.3473493975904,1757.1995983935744,-5015292.273618186
35715,684.3473493975904,1764.1338955823294,-5051046.766591215
35716,684.3473493975904,1771.0681927710843,-5086885.51609647
35717,684.3473493975904,1778.0024899598395,-5122808.213533578
35718,684.3473493975904,1784.9367871485945,-5158814.55251337
35719,684.3473493975904,1791.8710843373494,-5194904.228833533
35720,684.3473493975904,1798.8053815261044,-5231076.94045463
35721,684.3473493975904,1805.7396787148596,-5267332.387476469
35722,684.3473493975904,1812.6739759036145,-5303670.272114833
35723,684.3473493975904,1819.6082730923695,-5340090.298678577
35724,684.3473493975904,1826.5425702811247,-5376592.173547033
35725,684.3473493975904,1833.4768674698796,-5413175.605147748
35726,684.3473493975904,1840.4111646586346,-5449840.303934604
35727,684.3473493975904,1847.3454618473897,-5486585.982366192
35728,684.3473493975904,1854.2797590361447,-5523412.354884541
35729,684.3473493975904,1861.2140562248997,-5560319.137894159
35730,684.3473493975904,1868.1483534136546,-5597306.04974137
35731,684.3473493975904,1875.0826506024098,-5634372.81069395
35732,684.3473493975904,1882.0169477911647,-5671519.142921056
35733,684.3473493975904,1888.9512449799197,-5708744.770473471
35734,684.3473493975904,1895.8855421686749,-5746049.419264089
35735,684.3473493975904,1902.8198393574298,-5783432.817048725
35736,684.3473493975904,1909.7541365461848,-5820894.693407148
35737,684.3473493975904,1916.6884337349397,-5858434.779724449
35738,684.3473493975904,1923.622730923695,-5896052.809172615
35739,684.3473493975904,1930.5570281124499,-5933748.516692391
35740,684.3473493975904,1937.4913253012048,-5971521.638975389
35741,684.3473493975904,1944.42562248996,-6009371.91444647
35742,684.3473493975904,1951.359919678715,-6047299.083246327
35743,684.3473493975904,1958.29421686747,-6085302.887214357
35744,684.3473493975904,1965.2285140562249,-6123383.069871745
35745,684.3473493975904,1972.16281124498,-6161539.376404795
35746,684.3473493975904,1979.097108433735,-6199771.553648468
35747,684.3473493975904,1986.03140562249,-6238079.350070173
35748,684.3473493975904,1992.9657028112451,-6276462.5157537805
35749,684.3473493975904,1999.9,-6314920.802383815
35751,689.1666265060242,280.19429718875506,-377.32053332314723
35752,689.1666265060242,287.12859437751007,-1476.098536209932
35753,689.1666265060242,294.0628915662651,-3276.407780328395
35754,689.1666265060242,300.99718875502015,-5760.540779148346
35755,689.1666265060242,307.93148594377516,-8912.069878084103
35756,689.1666265060242,314.86578313253017,-12715.58752084656
35757,689.1666265060242,321.8000803212852,-17156.530546930982
35758,689.1666265060242,328.7343775100402,-22221.058041758824
35759,689.1666265060242,335.66867469879526,-27895.96425337819
35760,689.1666265060242,342.60297188755027,-34168.614628278665
35761,689.1666265060242,349.5372690763053,-41026.89704895925
35762,689.1666265060242,356.4715662650603,-48459.18301243184
35763,689.1666265060242,363.4058634538153,-56454.29529678791
35764,689.1666265060242,370.34016064257037,-65001.47989589588
35765,689.1666265060242,377.2744578313253,-74090.3808338356
35766,689.1666265060242,384.2087550200804,-83711.01702266118
35767,689.1666265060242,391.1430522088354,-93853.76068189486
35768,689.1666265060242,398.0773493975904,-104509.31705979913
35769,689.1666265060242,405.0116465863455,-115668.70532646563
35770,689.1666265060242,411.94594377510043,-127323.24058151915
35771,689.1666265060242,418.8802409638555,-139464.5169528009
35772,689.1666265060242,425.8145381526105,-152084.3917732032
35773,689.1666265060242,432.7488353413655,-165174.97082189843
35774,689.1666265060242,439.68313253012053,-178728.59460681843
35775,689.1666265060242,446.61742971887554,-192737.8256541992
35776,689.1666265060242,453.5517269076306,-207195.436759867
35777,689.1666265060242,460.48602409638556,-222094.40014659637
35778,689.1666265060242,467.42032128514063,-237427.87746381393
35779,689.1666265060242,474.35461847389564,-253189.2105599506
35780,689.1666265060242,481.28891566265065,-269371.9129539813
35781,689.1666265060242,488.2232128514057,-285969.6619307616
35782,689.1666265060242,495.1575100401607,-302976.29118525353
35783,689.1666265060242,502.09180722891574,-320385.7839426893
35784,689.1666265060242,509.02610441767075,-338192.2664851352
35785,689.1666265060242,515.9604016064258,-356390.0020238792
35786,689.1666265060242,522.8946987951808,-374973.38485551055
35787,689.1666265060242,529.8289959839358,-393936.9347565806
35788,689.1666265060242,536.7632931726909,-413275.2915587627
35789,689.1666265060242,543.6975903614459,-432983.2098497905
35790,689.1666265060242,550.6318875502009,-453055.5537148551
35791,689.1666265060242,557.5661847389558,-473487.29136973235
35792,689.1666265060242,564.5004819277109,-494273.48939331743
35793,689.1666265060242,571.434779116466,-515409.30597953056
35794,689.1666265060242,578.3690763052209,-536889.9820987512
35795,689.1666265060242,585.303373493976,-556959.3767673374
35796,689.1666265060242,592.237670682731,-570836.4767084429
35797,689.1666265060242,599.171967871486,-584887.7774332323
35798,689.1666265060242,606.106265060241,-599117.0707586727
35799,689.1666265060242,613.040562248996,-613527.0323727368
35800,689.1666265060242,619.9748594377511,-628119.5239388237
35801,689.1666265060242,626.909156626506,-642895.8055922486
35802,689.1666265060242,633.8434538152611,-657856.6865975092
35803,689.1666265060242,640.7777510040162,-673002.633145588
35804,689.1666265060242,647.7120481927711,-688333.846284255
35805,689.1666265060242,654.6463453815261,-703850.3189099976
35806,689.1666265060242,661.5806425702813,-719551.8779851896
35807,689.1666265060242,668.5149397590362,-735438.2162550016
35808,689.1666265060242,675.4492369477912,-751508.9164415459
35809,689.1666265060242,682.3835341365462,-767763.4699989822
35810,689.1666265060242,689.3178313253013,-784201.2918948502
35811,689.1666265060242,696.2521285140563,-800821.732453737
35812,689.1666265060242,703.1864257028113,-817624.0870003984
35813,689.1666265060242,710.1207228915664,-834607.6038307206
35814,689.1666265060242,717.0550200803214,-851771.4908924118
35815,689.1666265060242,723.9893172690763,-869114.9214540729
35816,689.1666265060242,730.9236144578314,-886637.0389683367
35817,689.1666265060242,737.8579116465864,-904336.961282705
35818,689.1666265060242,744.7922088353414,-922213.7843144848
35819,689.1666265060242,751.7265060240965,-940266.5852791911
35820,689.1666265060242,758.6608032128515,-958494.4255422219
35821,689.1666265060242,765.5951004016065,-976896.3531490326
35822,689.1666265060242,772.5293975903614,-995471.4050783268
35823,689.1666265060242,779.4636947791166,-1014218.6092545039
35824,689.1666265060242,786.3979919678716,-1033136.9863494434
35825,689.1666265060242,793.3322891566265,-1052225.5513987641
35826,689.1666265060242,800.2665863453817,-1071483.315253884
35827,689.1666265060242,807.2008835341367,-1090909.2858881026
35828,689.1666265060242,814.1351807228916,-1110502.4695725096
35829,689.1666265060242,821.0694779116466,-1130261.8719352742
35830,689.1666265060242,828.0037751004018,-1150186.498916405
35831,689.1666265060242,834.9380722891567,-1170275.3576283485
35832,689.1666265060242,841.8723694779117,-1190527.4571318394
35833,689.1666265060242,848.8066666666668,-1210941.8091350913
35834,689.1666265060242,855.7409638554218,-1231517.4286237126
35835,689.1666265060242,862.6752610441768,-1252253.3344278487
35836,689.1666265060242,869.6095582329317,-1273148.5497323084
35837,689.1666265060242,876.5438554216869,-1294202.1025349742
35838,689.1666265060242,883.4781526104418,-1315413.0260580964
35839,689.1666265060242,890.4124497991968,-1336780.3591167352
35840,689.1666265060242,897.346746987952,-1358303.1464480949
35841,689.1666265060242,904.2810441767069,-1379980.4390051952
35842,689.1666265060242,911.2153413654619,-1401811.2942179772
35843,689.1666265060242,918.1496385542168,-1423794.7762246071
35844,689.1666265060242,925.083935742972,-1445929.9560755685
35845,689.1666265060242,932.018232931727,-1468215.9119127942
35846,689.1666265060242,938.9525301204819,-1490651.7291259721
35847,689.1666265060242,945.8868273092371,-1513236.500487939
35848,689.1666265060242,952.8211244979921,-1535969.326270849
35849,689.1666265060242,959.755421686747,-1558849.3143447917
35850,689.1666265060242,966.6897188755022,-1581875.580260242
35851,689.1666265060242,973.6240160642571,-1605047.2473157204
35852,689.1666265060242,980.5583132530121,-1628363.4466118636
35853,689.1666265060242,987.492610441767,-1651823.317093037
35854,689.1666265060242,994.4269076305222,-1675426.0055775065
35855,689.1666265060242,1001.3612048192772,-1699170.6667771363
35856,689.1666265060242,1008.2955020080321,-1723056.4633074827
35857,689.1666265060242,1015.2297991967873,-1747082.565689088
35858,689.1666265060242,1022.1640963855423,-1771248.1523406631
35859,689.1666265060242,1029.0983935742972,-1795552.409564975
35860,689.1666265060242,1036.0326907630522,-1819994.5315279192
35861,689.1666265060242,1042.9669879518074,-1844573.7202314776
35862,689.1666265060242,1049.9012851405623,-1869289.1854810235
35863,689.1666265060242,1056.8355823293173,-1894140.144847553
35864,689.1666265060242,1063.7698795180725,-1919125.8236252225
35865,689.1666265060242,1070.7041767068274,-1944245.4547846864
35866,689.1666265060242,1077.6384738955824,-1969498.2789226135
35867,689.1666265060242,1084.5727710843375,-1994883.5442077182
35868,689.1666265060242,1091.5070682730925,-2020400.506323708
35869,689.1666265060242,1098.4413654618475,-2046048.4284094323
35870,689.1666265060242,1105.3756626506024,-2071826.5809965096
35871,689.1666265060242,1112.3099598393576,-2097734.241944716
35872,689.1666265060242,1119.2442570281125,-2123770.6963754413
35873,689.1666265060242,1126.1785542168675,-2149935.236603359
35874,689.1666265060242,1133.1128514056227,-2176227.1620665714
35875,689.1666265060242,1140.0471485943776,-2202645.779255448
35876,689.1666265060242,1146.9814457831326,-2229190.401640327
35877,689.1666265060242,1153.9157429718875,-2255860.3495982033
35878,689.1666265060242,1160.8500401606427,-2282654.950338678
35879,689.1666265060242,1167.7843373493977,-2309573.537829184
35880,689.1666265060242,1174.7186345381526,-2336615.4527197494
35881,689.1666265060242,1181.6529317269078,-2363780.042267294
35882,689.1666265060242,1188.5872289156628,-2391066.660259708
35883,689.1666265060242,1195.5215261044177,-2418474.6669397205
35884,689.1666265060242,1202.455823293173,-2446003.4289287133
35885,689.1666265060242,1209.3901204819279,-2473652.3191505224
35886,689.1666265060242,1216.3244176706828,-2501420.716755391
35887,689.1666265060242,1223.2587148594378,-2529308.007044059
35888,689.1666265060242,1230.193012048193,-2557313.5813920917
35889,689.1666265060242,1237.127309236948,-2585436.837174582
35890,689.1666265060242,1244.0616064257028,-2613677.1776911556
35891,689.1666265060242,1250.995903614458,-2642034.0120914476
35892,689.1666265060242,1257.930200803213,-2670506.7553010383
35893,689.1666265060242,1264.864497991968,-2699094.827947917
35894,689.1666265060242,1271.798795180723,-2727797.6562895
35895,689.1666265060242,1278.733092369478,-2756614.672140243
35896,689.1666265060242,1285.667389558233,-2785545.3127998943
35897,689.1666265060242,1292.601686746988,-2814589.0209824173
35898,689.1666265060242,1299.535983935743,-2843745.244745568
35899,689.1666265060242,1306.4702811244981,-2873013.437421215
35900,689.1666265060242,1313.404578313253,-2902393.057546366
35901,689.1666265060242,1320.338875502008,-2931883.568794969
35902,689.1666265060242,1327.2731726907632,-2961484.4399104645
35903,689.1666265060242,1334.2074698795182,-2991195.1446390944
35904,689.1666265060242,1341.141767068273,-3021015.161664057
35905,689.1666265060242,1348.076064257028,-3050943.974540416
35906,689.1666265060242,1355.0103614457832,-3080981.071630817
35907,689.1666265060242,1361.9446586345382,-3111125.946042056
35908,689.1666265060242,1368.8789558232932,-3141378.095562434
35909,689.1666265060242,1375.8132530120483,-3171737.022599957
35910,689.1666265060242,1382.7475502008033,-3202202.2341213236
35911,689.1666265060242,1389.6818473895582,-3232773.24159179
35912,689.1666265060242,1396.6161445783132,-3263449.560915839
35913,689.1666265060242,1403.5504417670684,-3294230.7123786584
35914,689.1666265060242,1410.4847389558233,-3325116.2205884564
35915,689.1666265060242,1417.4190361445783,-3356105.6144196107
35916,689.1666265060242,1424.3533333333335,-3387198.4269566108
35917,689.1666265060242,1431.2876305220884,-3418394.1954388265
35918,689.1666265060242,1438.2219277108434,-3449692.461206098
35919,689.1666265060242,1445.1562248995986,-3481092.7696450707
35920,689.1666265060242,1452.0905220883535,-3512594.670136415
35921,689.1666265060242,1459.0248192771085,-3544197.7160027535
35922,689.1666265060242,1465.9591164658634,-3575901.464457435
35923,689.1666265060242,1472.8934136546186,-3607705.476554017
35924,689.1666265060242,1479.8277108433736,-3639609.3171365797
35925,689.1666265060242,1486.7620080321285,-3671612.5547907674
35926,689.1666265060242,1493.6963052208837,-3703714.7617955804
35927,689.1666265060242,1500.6306024096386,-3735915.5140759265
35928,689.1666265060242,1507.5648995983936,-3768214.3911558697
35929,689.1666265060242,1514.4991967871485,-3800610.97611266
35930,689.1666265060242,1521.4334939759037,-3833104.855531419
35931,689.1666265060242,1528.3677911646587,-3865695.619460582
35932,689.1666265060242,1535.3020883534136,-3898382.8613680024
35933,689.1666265060242,1542.2363855421688,-3931166.1780977533
35934,689.1666265060242,1549.1706827309238,-3964045.1698276266
35935,689.1666265060242,1556.1049799196787,-3997019.440027262
35936,689.1666265060242,1563.0392771084337,-4030088.59541697
35937,689.1666265060242,1569.9735742971889,-4063252.245927195
35938,689.1666265060242,1576.9078714859438,-4096510.004658591
35939,689.1666265060242,1583.8421686746988,-4129861.487842771
35940,689.1666265060242,1590.776465863454,-4163306.314803641
35941,689.1666265060242,1597.710763052209,-4196844.107919355
35942,689.1666265060242,1604.6450602409639,-4230474.492584891
35943,689.1666265060242,1611.579357429719,-4264197.097175176
35944,689.1666265060242,1618.513654618474,-4298011.553008839
35945,689.1666265060242,1625.447951807229,-4331917.494312489
35946,689.1666265060242,1632.382248995984,-4365914.558185609
35947,689.1666265060242,1639.316546184739,-4400002.38456595
35948,689.1666265060242,1646.250843373494,-4434180.616195518
35949,689.1666265060242,1653.185140562249,-4468448.89858705
35950,689.1666265060242,1660.1194377510042,-4502806.879991061
35951,689.1666265060242,1667.0537349397591,-4537254.21136337
35952,689.1666265060242,1673.988032128514,-4571790.546333166
35953,689.1666265060242,1680.922329317269,-4606415.541171549
35954,689.1666265060242,1687.8566265060242,-4641128.854760574
35955,689.1666265060242,1694.7909236947792,-4675930.148562788
35956,689.1666265060242,1701.7252208835341,-4710819.086591217
35957,689.1666265060242,1708.6595180722893,-4745795.335379836
35958,689.1666265060242,1715.5938152610443,-4780858.563954499
35959,689.1666265060242,1722.5281124497992,-4816008.443804304
35960,689.1666265060242,1729.4624096385544,-4851244.648853424
35961,689.1666265060242,1736.3967068273093,-4886566.855433343
35962,689.1666265060242,1743.3310040160643,-4921974.742255538
35963,689.1666265060242,1750.2653012048193,-4957467.9903845815
35964,689.1666265060242,1757.1995983935744,-4993046.283211647
35965,689.1666265060242,1764.1338955823294,-5028709.306428417
35966,689.1666265060242,1771.0681927710843,-5064456.748001396
35967,689.1666265060242,1778.0024899598395,-5100288.29814661
35968,689.1666265060242,1784.9367871485945,-5136203.649304695
35969,689.1666265060242,1791.8710843373494,-5172202.496116349
35970,689.1666265060242,1798.8053815261044,-5208284.535398148
35971,689.1666265060242,1805.7396787148596,-5244449.466118782
35972,689.1666265060242,1812.6739759036145,-5280696.989375533
35973,689.1666265060242,1819.6082730923695,-5317026.808371247
35974,689.1666265060242,1826.5425702811247,-5353438.62839153
35975,689.1666265060242,1833.4768674698796,-5389932.1567823235
35976,689.1666265060242,1840.4111646586346,-5426507.102927847
35977,689.1666265060242,1847.3454618473897,-5463163.178228811
35978,689.1666265060242,1854.2797590361447,-5499900.096080971
35979,689.1666265060242,1861.2140562248997,-5536717.571854017
35980,689.1666265060242,1868.1483534136546,-5573615.322870729
35981,689.1666265060242,1875.0826506024098,-5610593.068386479
35982,689.1666265060242,1882.0169477911647,-5647650.529568986
35983,689.1666265060242,1888.9512449799197,-5684787.4294784125
35984,689.1666265060242,1895.8855421686749,-5722003.49304771
35985,689.1666265060242,1902.8198393574298,-5759298.447063244
35986,689.1666265060242,1909.7541365461848,-5796672.020145744
35987,689.1666265060242,1916.6884337349397,-5834123.94273146
35988,689.1666265060242,1923.622730923695,-5871653.947053641
35989,689.1666265060242,1930.5570281124499,-5909261.767124234
35990,689.1666265060242,1937.4913253012048,-5946947.1387158735
35991,689.1666265060242,1944.42562248996,-5984709.799344112
35992,689.1666265060242,1951.359919678715,-6022549.48824988
35993,689.1666265060242,1958.29421686747,-6060465.9463822255
35994,689.1666265060242,1965.2285140562249,-6098458.916381262
35995,689.1666265060242,1972.16281124498,-6136528.142561389
35996,689.1666265060242,1979.097108433735,-6174673.370894696
35997,689.1666265060242,1986.03140562249,-6212894.348994628
35998,689.1666265060242,1992.9657028112451,-6251190.826099871
35999,689.1666265060242,1999.9,-6289562.553058455
36001,693.9859036144579,280.19429718875506,-377.3205333231473
36002,693.9859036144579,287.12859437751007,-1476.0985362099323
36003,693.9859036144579,294.0628915662651,-3276.407780328395
36004,693.9859036144579,300.99718875502015,-5760.540779148346
36005,693.9859036144579,307.93148594377516,-8912.069878084103
36006,693.9859036144579,314.86578313253017,-12715.587520846559
36007,693.9859036144579,321.8000803212852,-17156.53054693098
36008,693.9859036144579,328.7343775100402,-22221.058041758824
36009,693.9859036144579,335.66867469879526,-27895.964253378188
36010,693.9859036144579,342.60297188755027,-34168.614628278665
