,D,T,G
36011,693.9859036144579,349.5372690763053,-41026.89704895923
36012,693.9859036144579,356.4715662650603,-48459.18301243183
36013,693.9859036144579,363.4058634538153,-56454.29529678792
36014,693.9859036144579,370.34016064257037,-65001.47989589586
36015,693.9859036144579,377.2744578313253,-74090.38083383562
36016,693.9859036144579,384.2087550200804,-83711.01702266118
36017,693.9859036144579,391.1430522088354,-93853.76068189486
36018,693.9859036144579,398.0773493975904,-104509.31705979913
36019,693.9859036144579,405.0116465863455,-115668.70532646563
36020,693.9859036144579,411.94594377510043,-127323.24058151915
36021,693.9859036144579,418.8802409638555,-139464.5169528009
36022,693.9859036144579,425.8145381526105,-152084.39177320318
36023,693.9859036144579,432.7488353413655,-165174.97082189843
36024,693.9859036144579,439.68313253012053,-178728.5946068184
36025,693.9859036144579,446.61742971887554,-192737.82565419926
36026,693.9859036144579,453.5517269076306,-207195.436759867
36027,693.9859036144579,460.48602409638556,-222094.40014659637
36028,693.9859036144579,467.42032128514063,-237427.87746381393
36029,693.9859036144579,474.35461847389564,-253189.2105599506
36030,693.9859036144579,481.28891566265065,-269371.9129539813
36031,693.9859036144579,488.2232128514057,-285969.6619307616
36032,693.9859036144579,495.1575100401607,-302976.29118525353
36033,693.9859036144579,502.09180722891574,-320385.7839426893
36034,693.9859036144579,509.02610441767075,-338192.26648513513
36035,693.9859036144579,515.9604016064258,-356390.0020238792
36036,693.9859036144579,522.8946987951808,-374973.38485551055
36037,693.9859036144579,529.8289959839358,-393936.9347565807
36038,693.9859036144579,536.7632931726909,-413275.2915587627
36039,693.9859036144579,543.6975903614459,-432983.2098497905
36040,693.9859036144579,550.6318875502009,-453055.55371485517
36041,693.9859036144579,557.5661847389558,-473487.29136973224
36042,693.9859036144579,564.5004819277109,-494273.48939331743
36043,693.9859036144579,571.434779116466,-515409.30597953056
36044,693.9859036144579,578.3690763052209,-536889.9820987512
36045,693.9859036144579,585.303373493976,-554333.4156804463
36046,693.9859036144579,592.237670682731,-568030.5507627897
36047,693.9859036144579,599.171967871486,-581906.1601905163
36048,693.9859036144579,606.106265060241,-595963.3043637044
36049,693.9859036144579,613.040562248996,-610204.1165091468
36050,693.9859036144579,619.9748594377511,-624630.049568837
36051,693.9859036144579,626.909156626506,-639242.0504374049
36052,693.9859036144579,633.8434538152611,-654040.6839794219
36053,693.9859036144579,640.7777510040162,-669026.2221717247
36054,693.9859036144579,647.7120481927711,-684198.7088912558
36055,693.9859036144579,654.6463453815261,-699558.0075884141
36056,693.9859036144579,661.5806425702813,-715103.8368493149
36057,693.9859036144579,668.5149397590362,-730835.7973206372
36058,693.9859036144579,675.4492369477912,-746753.3924195053
36059,693.9859036144579,682.3835341365462,-762856.0445264288
36060,693.9859036144579,689.3178313253013,-779143.1078577226
36061,693.9859036144579,696.2521285140563,-795613.8788658225
36062,693.9859036144579,703.1864257028113,-812267.6047733144
36063,693.9859036144579,710.1207228915664,-829103.4906768422
36064,693.9859036144579,717.0550200803214,-846120.7055378519
36065,693.9859036144579,723.9893172690763,-863318.3872930582
36066,693.9859036144579,730.9236144578314,-880695.647257666
36067,693.9859036144579,737.8579116465864,-898251.5739517655
36068,693.9859036144579,744.7922088353414,-915985.2364494354
36069,693.9859036144579,751.7265060240965,-933895.6873278564
36070,693.9859036144579,758.6608032128515,-951981.9652771
36071,693.9859036144579,765.5951004016065,-970243.0974192515
36072,693.9859036144579,772.5293975903614,-988678.101376194
36073,693.9859036144579,779.4636947791166,-1007285.9871184195
36074,693.9859036144579,786.3979919678716,-1026065.758621812
36075,693.9859036144579,793.3322891566265,-1045016.4153550729
36076,693.9859036144579,800.2665863453817,-1064136.9536170845
36077,693.9859036144579,807.2008835341367,-1083426.3677407107
36078,693.9859036144579,814.1351807228916,-1102883.6511774051
36079,693.9859036144579,821.0694779116466,-1122507.7974750116
36080,693.9859036144579,828.0037751004018,-1142297.8011596538
36081,693.9859036144579,834.9380722891567,-1162252.6585312844
36082,693.9859036144579,841.8723694779117,-1182371.3683813608
36083,693.9859036144579,848.8066666666668,-1202652.9326400855
36084,693.9859036144579,855.7409638554218,-1223096.3569599015
36085,693.9859036144579,862.6752610441768,-1243700.651241142
36086,693.9859036144579,869.6095582329317,-1264464.8301051476
36087,693.9859036144579,876.5438554216869,-1285387.913319576
36088,693.9859036144579,883.4781526104418,-1306468.926180181
36089,693.9859036144579,890.4124497991968,-1327706.8998528717
36090,693.9859036144579,897.346746987952,-1349100.8716795126
36091,693.9859036144579,904.2810441767069,-1370649.88545058
36092,693.9859036144579,911.2153413654619,-1392352.9916475166
36093,693.9859036144579,918.1496385542168,-1414209.2476572623
36094,693.9859036144579,925.083935742972,-1436217.717961409
36095,693.9859036144579,932.018232931727,-1458377.4743019566
36096,693.9859036144579,938.9525301204819,-1480687.595825706
36097,693.9859036144579,945.8868273092371,-1503147.1692089404
36098,693.9859036144579,952.8211244979921,-1525755.2887641045
36099,693.9859036144579,959.755421686747,-1548511.056529847
36100,693.9859036144579,966.6897188755022,-1571413.5823458417
36101,693.9859036144579,973.6240160642571,-1594461.9839135983
36102,693.9859036144579,980.5583132530121,-1617655.3868443803
36103,693.9859036144579,987.492610441767,-1640992.9246953093
36104,693.9859036144579,994.4269076305222,-1664473.7389945835
36105,693.9859036144579,1001.3612048192772,-1688096.979256693
36106,693.9859036144579,1008.2955020080321,-1711861.8029885113
36107,693.9859036144579,1015.2297991967873,-1735767.3756869237
36108,693.9859036144579,1022.1640963855423,-1759812.8708287608
36109,693.9859036144579,1029.0983935742972,-1783997.4698536692
36110,693.9859036144579,1036.0326907630522,-1808320.362140501
36111,693.9859036144579,1042.9669879518074,-1832780.7449777813
36112,693.9859036144579,1049.9012851405623,-1857377.823528785
36113,693.9859036144579,1056.8355823293173,-1882110.8107916818
36114,693.9859036144579,1063.7698795180725,-1906978.927555202
36115,693.9859036144579,1070.7041767068274,-1931981.4023501973
36116,693.9859036144579,1077.6384738955824,-1957117.471397579
36117,693.9859036144579,1084.5727710843375,-1982386.3785528326
36118,693.9859036144579,1091.5070682730925,-2007787.375247583
36119,693.9859036144579,1098.4413654618475,-2033319.7204284351
36120,693.9859036144579,1105.3756626506024,-2058982.680493378
36121,693.9859036144579,1112.3099598393576,-2084775.5292260607
36122,693.9859036144579,1119.2442570281125,-2110697.5477281203
36123,693.9859036144579,1126.1785542168675,-2136748.0243498636
36124,693.9859036144579,1133.1128514056227,-2162926.254619435
36125,693.9859036144579,1140.0471485943776,-2189231.541170705
36126,693.9859036144579,1146.9814457831326,-2215663.1936700973
36127,693.9859036144579,1153.9157429718875,-2242220.528742441
36128,693.9859036144579,1160.8500401606427,-2268902.869896078
36129,693.9859036144579,1167.7843373493977,-2295709.547447311
36130,693.9859036144579,1174.7186345381526,-2322639.898444379
36131,693.9859036144579,1181.6529317269078,-2349693.2665910446
36132,693.9859036144579,1188.5872289156628,-2376869.0021699276
36133,693.9859036144579,1195.5215261044177,-2404166.4619656806
36134,693.9859036144579,1202.455823293173,-2431585.009188101
36135,693.9859036144579,1209.3901204819279,-2459124.013395294
36136,693.9859036144579,1216.3244176706828,-2486782.8504169383
36137,693.9859036144579,1223.2587148594378,-2514560.902277735
36138,693.9859036144579,1230.193012048193,-2542457.5571211334
36139,693.9859036144579,1237.127309236948,-2570472.2091333703
36140,693.9859036144579,1244.0616064257028,-2598604.2584678996
36141,693.9859036144579,1250.995903614458,-2626853.111170254
36142,693.9859036144579,1257.930200803213,-2655218.17910339
36143,693.9859036144579,1264.864497991968,-2683698.879873557
36144,693.9859036144579,1271.798795180723,-2712294.6367567666
36145,693.9859036144579,1278.733092369478,-2741004.878625819
36146,693.9859036144579,1285.667389558233,-2769829.039878009
36147,693.9859036144579,1292.601686746988,-2798766.560363462
36148,693.9859036144579,1299.535983935743,-2827816.8853142196
36149,693.9859036144579,1306.4702811244981,-2856979.465273975
36150,693.9859036144579,1313.404578313253,-2886253.7560285977
36151,693.9859036144579,1320.338875502008,-2915639.2185373823
36152,693.9859036144579,1327.2731726907632,-2945135.3188650985
36153,693.9859036144579,1334.2074698795182,-2974741.5281147948
36154,693.9859036144579,1341.141767068273,-3004457.322361418
36155,693.9859036144579,1348.076064257028,-3034282.1825862387
36156,693.9859036144579,1355.0103614457832,-3064215.5946120815
36157,693.9859036144579,1361.9446586345382,-3094257.04903939
36158,693.9859036144579,1368.8789558232932,-3124406.041183097
36159,693.9859036144579,1375.8132530120483,-3154662.0710103484
36160,693.9859036144579,1382.7475502008033,-3185024.643079042
36161,693.9859036144579,1389.6818473895582,-3215493.266477193
36162,693.9859036144579,1396.6161445783132,-3246067.4547631643
36163,693.9859036144579,1403.5504417670684,-3276746.725906676
36164,693.9859036144579,1410.4847389558233,-3307530.602230691
36165,693.9859036144579,1417.4190361445783,-3338418.6103541087
36166,693.9859036144579,1424.3533333333335,-3369410.28113527
36167,693.9859036144579,1431.2876305220884,-3400505.1496163025
36168,693.9859036144579,1438.2219277108434,-3431702.754968263
36169,693.9859036144579,1445.1562248995986,-3463002.6404371043
36170,693.9859036144579,1452.0905220883535,-3494404.353290413
36171,693.9859036144579,1459.0248192771085,-3525907.4447649755
36172,693.9859036144579,1465.9591164658634,-3557511.4700151216
36173,693.9859036144579,1472.8934136546186,-3589215.98806184
36174,693.9859036144579,1479.8277108433736,-3621020.561742661
36175,693.9859036144579,1486.7620080321285,-3652924.757662344
36176,693.9859036144579,1493.6963052208837,-3684928.146144278
36177,693.9859036144579,1500.6306024096386,-3717030.3011826253
36178,693.9859036144579,1507.5648995983936,-3749230.8003952717
36179,693.9859036144579,1514.4991967871485,-3781529.2249774076
36180,693.9859036144579,1521.4334939759037,-3813925.1596559244
36181,693.9859036144579,1528.3677911646587,-3846418.192644438
36182,693.9859036144579,1535.3020883534136,-3879007.9155990966
36183,693.9859036144579,1542.2363855421688,-3911693.9235750204
36184,693.9859036144579,1549.1706827309238,-3944475.8149834336
36185,693.9859036144579,1556.1049799196787,-3977353.191549505
36186,693.9859036144579,1563.0392771084337,-4010325.6582708093
36187,693.9859036144579,1569.9735742971889,-4043392.8233764684
36188,693.9859036144579,1576.9078714859438,-4076554.298286923
36189,693.9859036144579,1583.8421686746988,-4109809.697574349
36190,693.9859036144579,1590.776465863454,-4143158.6389237004
36191,693.9859036144579,1597.710763052209,-4176600.743094335
36192,693.9859036144579,1604.6450602409639,-4210135.633882313
36193,693.9859036144579,1611.579357429719,-4243762.9380832175
36194,693.9859036144579,1618.513654618474,-4277482.285455594
36195,693.9859036144579,1625.447951807229,-4311293.308684986
36196,693.9859036144579,1632.382248995984,-4345195.643348506
36197,693.9859036144579,1639.316546184739,-4379188.927879981
36198,693.9859036144579,1646.250843373494,-4413272.803535628
36199,693.9859036144579,1653.185140562249,-4447446.91436031
36200,693.9859036144579,1660.1194377510042,-4481710.907154271
36201,693.9859036144579,1667.0537349397591,-4516064.431440437
36202,693.9859036144579,1673.988032128514,-4550507.139432205
36203,693.9859036144579,1680.922329317269,-4585038.686001723
36204,693.9859036144579,1687.8566265060242,-4619658.728648715
36205,693.9859036144579,1694.7909236947792,-4654366.927469748
36206,693.9859036144579,1701.7252208835341,-4689162.945127983
36207,693.9859036144579,1708.6595180722893,-4724046.446823415
36208,693.9859036144579,1715.5938152610443,-4759017.100263564
36209,693.9859036144579,1722.5281124497992,-4794074.575634606
36210,693.9859036144579,1729.4624096385544,-4829218.545572992
36211,693.9859036144579,1736.3967068273093,-4864448.68513744
36212,693.9859036144579,1743.3310040160643,-4899764.671781425
36213,693.9859036144579,1750.2653012048193,-4935166.1853260435
36214,693.9859036144579,1757.1995983935744,-4970652.907933318
36215,693.9859036144579,1764.1338955823294,-5006224.524079895
36216,693.9859036144579,1771.0681927710843,-5041880.72053115
36217,693.9859036144579,1778.0024899598395,-5077621.186315693
36218,693.9859036144579,1784.9367871485945,-5113445.612700239
36219,693.9859036144579,1791.8710843373494,-5149353.693164896
36220,693.9859036144579,1798.8053815261044,-5185345.1233787695
36221,693.9859036144579,1805.7396787148596,-5221419.601175994
36222,693.9859036144579,1812.6739759036145,-5257576.826532071
36223,693.9859036144579,1819.6082730923695,-5293816.5015406
36224,693.9859036144579,1826.5425702811247,-5330138.330390342
36225,693.9859036144579,1833.4768674698796,-5366542.019342602
36226,693.9859036144579,1840.4111646586346,-5403027.276708984
36227,693.9859036144579,1847.3454618473897,-5439593.812829456
36228,693.9859036144579,1854.2797590361447,-5476241.340050711
36229,693.9859036144579,1861.2140562248997,-5512969.572704915
36230,693.9859036144579,1868.1483534136546,-5549778.227088681
36231,693.9859036144579,1875.0826506024098,-5586667.021442417
36232,693.9859036144579,1882.0169477911647,-5623635.675929928
36233,693.9859036144579,1888.9512449799197,-5660683.912618342
36234,693.9859036144579,1895.8855421686749,-5697811.45545832
36235,693.9859036144579,1902.8198393574298,-5735018.030264525
36236,693.9859036144579,1909.7541365461848,-5772303.364696417
36237,693.9859036144579,1916.6884337349397,-5809667.188239275
36238,693.9859036144579,1923.622730923695,-5847109.232185515
36239,693.9859036144579,1930.5570281124499,-5884629.2296162695
36240,693.9859036144579,1937.4913253012048,-5922226.915383226
36241,693.9859036144579,1944.42562248996,-5959902.026090721
36242,693.9859036144579,1951.359919678715,-5997654.300078065
36243,693.9859036144579,1958.29421686747,-6035483.477402163
36244,693.9859036144579,1965.2285140562249,-6073389.299820316
36245,693.9859036144579,1972.16281124498,-6111371.510773309
36246,693.9859036144579,1979.097108433735,-6149429.855368722
36247,693.9859036144579,1986.03140562249,-6187564.080364425
36248,693.9859036144579,1992.9657028112451,-6225773.934152394
36249,693.9859036144579,1999.9,-6264059.166742638
36251,698.8051807228916,280.19429718875506,-377.32053332314723
36252,698.8051807228916,287.12859437751007,-1476.0985362099323
36253,698.8051807228916,294.0628915662651,-3276.407780328395
36254,698.8051807228916,300.99718875502015,-5760.540779148345
